;Barri;Habitacions;Lavabo;Metres;Preu;TipusImmoble
5645;Tres Torres;4;3;178;3.300 €;Piso
5646;Sant Gervasi - Bonanova;2;1;101;2.465 €;Piso
5647;Les Corts;2;1;49;1.000 €;Piso
5648;St. Pere - Sta. Caterina - El Born;;1;53;1.500 €;Piso
5649;Tres Torres;4;2;130;2.500 €;Piso
5650;Raval;;1;30;450 €;Piso
5651;Esquerra Baixa de l´Eixample;3;1;80;1.180 €;Piso
5652;Esquerra Alta de l´Eixample;4;2;136;3.500 €;Ático
5653;Les Corts;4;2;160;2.500 €;Casa
5654;Esquerra Baixa de l´Eixample;3;2;90;1.250 €;Piso
5655;Esquerra Alta de l´Eixample;4;2;136;3.500 €;Ático
5656;Les Corts;4;2;160;2.500 €;Casa
5657;Sant Andreu;3;1;70;850 €;Piso
5658;Sarrià;;1;50;990 €;Piso
5659;Raval;2;1;50;950 €;Piso
5660;Barceloneta;;1;35;675 €;Piso
5661;Raval;;1;36;890 €;Piso
5662;Vila de Gràcia;3;1;77;900 €;Piso
5663;Fort Pienc;2;1;80;1.400 €;Loft
5664;Pedralbes;4;3;250;3.300 €;Piso
5665;Sant Gervasi - Bonanova;1;8;1;18.432 €;Casa
5666;Pedralbes;5;2;110;1.400 €;Piso
5667;Sarrià;4;3;226;4.900 €;Piso
5668;Dreta de l´Eixample;2;1;65;1.999 €;Piso
5669;Glòries El Parc;;1;35;850 €;Piso
5670;Sant Ramon - Maternitat;4;2;95;1.450 €;Piso
5671;Esquerra Alta de l´Eixample;3;2;118;2.500 €;Piso
5672;Raval;2;2;81;1.050 €;Piso
5673;Vila de Gràcia;3;1;90;1.100 €;Piso
5674;Raval;4;1;250;1.300 €;Planta
5675;Sagrada Família;;1;90;1.600 €;Loft
5676;Glòries El Parc;2;2;75;1.500 €;Piso
5677;Baix Guinardó;;1;104;1.083 €;Piso
5678;Esquerra Alta de l´Eixample;3;3;84;1.728 €;Piso
5679;Pedralbes;4;3;360;7.000 €;Casa
5680;Sants;3;1;70;1.100 €;Piso
5681;Camp d´en Grassot - Gràcia N.;3;1;59;825 €;Piso
5682;Les Corts;3;2;120;1.600 €;Piso
5683;Glòries El Parc;3;1;82;1.800 €;Piso
5684;Raval;3;2;75;1.400 €;Piso
5685;Les Corts;3;1;81;1.275 €;Piso
5686;Dreta de l´Eixample;3;2;144;2.400 €;Piso
5687;Esquerra Alta de l´Eixample;3;1;80;1.180 €;Piso
5688;Sant Ramon - Maternitat;4;3;150;2.300 €;Piso
5689;Vila de Gràcia;2;2;76;2.000 €;Apartamento
5690;Sant Gervasi - Galvany;;1;46;1.100 €;Loft
5691;Taxonera;5;3;170;2.400 €;Dúplex
5692;Vila de Gràcia;2;1;60;950 €;Piso
5693;Esquerra Baixa de l´Eixample;5;7;150;2.000 €;Piso
5694;Provençals del Poblenou;3;1;82;1.190 €;Piso
5695;Les Corts;4;2;76;1.200 €;Apartamento
5696;St. Pere - Sta. Caterina - El Born;2;1;85;1.250 €;Piso
5697;Poble Sec;;1;40;750 €;Loft
5698;Sant Antoni;3;2;97;1.650 €;Piso
5699;Esquerra Alta de l´Eixample;;1;45;1.200 €;Piso
5700;Esquerra Alta de l´Eixample;;1;45;1.200 €;Piso
5701;Raval;;1;45;700 €;Piso
5702;Putget - Farró;;1;40;750 €;Apartamento
5703;Les Corts;2;2;60;1.290 €;Piso
5704;Pedralbes;4;2;107;1.400 €;Piso
5705;Gòtic;;;55;800 €;Piso
5706;St. Pere - Sta. Caterina - El Born;;1;32;680 €;Loft
5707;Glòries El Parc;;1;80;1.500 €;Ático
5708;Esquerra Alta de l´Eixample;2;1;85;1.200 €;Piso
5709;El Clot;2;1;55;850 €;Piso
5710;Tres Torres;2;2;215;2.850 €;Piso
5711;Diagonal Mar - La Mar Bella;4;2;110;2.490 €;Apartamento
5712;Vila de Gràcia;;1;54;930 €;Piso
5713;Montbau;2;1;57;875 €;Piso
5714;St. Pere - Sta. Caterina - El Born;;1;50;1.600 €;Piso
5715;St. Pere - Sta. Caterina - El Born;;1;22;650 €;Estudio
5716;Sant Gervasi - Bonanova;;1;40;1.500 €;Loft
5717;Sagrada Família;3;1;93;1.400 €;Piso
5718;Sagrada Família;3;2;80;1.200 €;Piso
5719;Sagrada Família;4;2;100;1.300 €;Piso
5720;Raval;2;1;80;1.250 €;Piso
5721;Sant Gervasi - Galvany;;1;85;2.320 €;Apartamento
5722;Vila de Gràcia;;1;68;1.600 €;Apartamento
5723;Diagonal Mar - La Mar Bella;3;1;96;1.985 €;Piso
5724;Sant Antoni;3;2;90;1.225 €;Piso
5725;Dreta de l´Eixample;;1;60;1.050 €;Piso
5726;Dreta de l´Eixample;2;2;88;1.200 €;Piso
5727;Esquerra Alta de l´Eixample;3;2;85;1.400 €;Piso
5728;Raval;;1;35;750 €;Loft
5729;St. Pere - Sta. Caterina - El Born;2;1;87;1.000 €;Piso
5730;St. Pere - Sta. Caterina - El Born;;1;34;725 €;Loft
5731;Esquerra Baixa de l´Eixample;;1;64;1.850 €;Piso
5732;Vallcarca - Penitents;;1;50;950 €;Loft
5733;Dreta de l´Eixample;3;2;115;1.500 €;Piso
5734;Glòries El Parc;3;1;79;1.650 €;Piso
5735;Dreta de l´Eixample;3;2;120;2.500 €;Piso
5736;Dreta de l´Eixample;2;1;60;1.600 €;Piso
5737;Vila de Gràcia;;1;45;1.150 €;Piso
5738;Dreta de l´Eixample;3;2;102;2.350 €;Piso
5739;Hostafrancs;2;1;50;850 €;Piso
5740;Sarrià;;1;60;1.800 €;Ático
5741;Sant Gervasi - Galvany;3;2;190;3.200 €;Piso
5742;Sarrià;3;4;126;2.350 €;Piso
5743;St. Pere - Sta. Caterina - El Born;;1;30;680 €;Loft
5744;Sant Antoni;;1;45;800 €;Apartamento
5745;Esquerra Alta de l´Eixample;3;2;80;1.600 €;Piso
5746;Sant Ramon - Maternitat;3;1;70;1.075 €;Piso
5747;Dreta de l´Eixample;;1;78;1.500 €;Piso
5748;Dreta de l´Eixample;3;2;170;1.750 €;Piso
5749;St. Pere - Sta. Caterina - El Born;3;2;80;1.090 €;Piso
5750;Carmel;2;1;55;680 €;Piso
5751;Gòtic;2;1;65;1.450 €;Apartamento
5752;Poble Sec;;1;65;900 €;Piso
5753;Gòtic;;1;55;700 €;Apartamento
5754;El Clot;3;2;95;1.350 €;Piso
5755;Dreta de l´Eixample;;;65;1.600 €;Piso
5756;Raval;;1;25;575 €;Piso
5757;Camp d´en Grassot - Gràcia N.;3;2;123;1.300 €;Piso
5758;Les Corts;;1;80;1.600 €;Ático
5759;Horta;;2;35;670 €;Apartamento
5760;Font d´en Fargas;3;1;60;790 €;Piso
5761;Sagrada Família;3;1;76;1.100 €;Piso
5762;Camp d´en Grassot - Gràcia N.;3;2;90;950 €;Piso
5763;Poble Sec;2;1;76;1.100 €;Piso
5764;Font de la Guatlla;2;1;90;1.100 €;Piso
5765;Barceloneta;2;1;38;850 €;Apartamento
5766;Gòtic;3;3;130;2.350 €;Apartamento
5767;Gòtic;;1;40;1.050 €;Apartamento
5768;Hostafrancs;;1;40;850 €;Loft
5769;Camp d´en Grassot - Gràcia N.;3;1;70;1.225 €;Piso
5770;Sant Gervasi - Galvany;3;2;98;1.475 €;Piso
5771;Sarrià;2;1;60;1.250 €;Piso
5772;Taxonera;3;2;114;1.600 €;Tríplex
5773;Raval;2;1;80;1.250 €;Piso
5774;Sant Gervasi - Galvany;;1;60;1.200 €;Piso
5775;Esquerra Alta de l´Eixample;3;2;110;1.375 €;Piso
5776;Navas;;3;99;930 €;Dúplex
5777;Vila de Gràcia;2;1;65;1.150 €;Piso
5778;Esquerra Alta de l´Eixample;3;1;75;1.250 €;Piso
5779;Dreta de l´Eixample;4;4;226;6.500 €;Piso
5780;Poblenou;2;2;92;1.100 €;Piso
5781;Raval;;1;45;900 €;Piso
5782;St. Pere - Sta. Caterina - El Born;2;2;80;1.800 €;Piso
5783;Sarrià;;1;65;1.800 €;Ático
5784;Esquerra Alta de l´Eixample;2;2;106;2.900 €;Apartamento
5785;Esquerra Alta de l´Eixample;4;2;110;1.500 €;Piso
5786;Vila de Gràcia;4;2;90;1.400 €;Apartamento
5787;Barceloneta;2;1;45;1.000 €;Piso
5788;Turó de la Peira - Can Peguera;2;1;60;890 €;Apartamento
5789;Les Corts;3;2;90;1.200 €;Piso
5790;Sant Gervasi - Galvany;3;2;93;1.800 €;Piso
5791;Gòtic;;1;105;1.800 €;Apartamento
5792;Putget - Farró;2;2;95;1.800 €;Piso
5793;Hostafrancs;;1;38;850 €;Piso
5794;Les Corts;3;2;115;1.250 €;Piso
5795;Sant Gervasi - Bonanova;;;850;13.950 €;Casa
5796;Vila de Gràcia;;1;45;700 €;Loft
5797;Les Corts;3;3;160;2.800 €;Dúplex
5798;Gòtic;;1;60;1.400 €;Piso
5799;Esquerra Baixa de l´Eixample;2;1;80;1.100 €;Piso
5800;Diagonal Mar - La Mar Bella;4;2;135;3.500 €;Piso
5801;Provençals del Poblenou;4;2;145;3.600 €;Piso
5802;Carmel;;1;50;800 €;Loft
5803;Esquerra Baixa de l´Eixample;3;1;100;1.125 €;Piso
5804;Dreta de l´Eixample;;1;39;1.200 €;Piso
5805;Gòtic;;1;80;1.080 €;Estudio
5806;Camp de l´Arpa;3;2;110;1.850 €;Piso
5807;Camp de l´Arpa;2;2;61;1.700 €;Apartamento
5808;Sant Gervasi - Galvany;3;3;187;2.200 €;Piso
5809;La Bordeta;;1;57;900 €;Piso
5810;Sant Antoni;3;2;105;1.490 €;Apartamento
5811;Diagonal Mar - La Mar Bella;4;2;125;2.300 €;Piso
5812;Barceloneta;3;1;65;900 €;Piso
5813;Sant Gervasi - Galvany;6;3;214;5.700 €;Ático
5814;Esquerra Alta de l´Eixample;2;1;68;1.549 €;Piso
5815;Dreta de l´Eixample;3;;100;1.500 €;Piso
5816;Vilapicina - Torre Llobeta;3;2;90;1.250 €;Piso
5817;Dreta de l´Eixample;2;1;55;1.100 €;Ático
5818;St. Pere - Sta. Caterina - El Born;;1;50;1.150 €;Piso
5819;Gòtic;2;2;75;1.400 €;Apartamento
5820;Sant Gervasi - Bonanova;5;0;1;18.061 €;Casa
5821;Canyelles;4;2;106;970 €;Piso
5822;Besòs - Maresme;2;1;85;1.100 €;Piso
5823;Sant Ramon - Maternitat;;1;60;950 €;Ático
5824;Sant Martí;2;1;66;1.100 €;Piso
5825;Font d´en Fargas;4;3;130;1.800 €;Casa
5826;Dreta de l´Eixample;2;1;80;990 €;Piso
5827;Camp d´en Grassot - Gràcia N.;3;1;57;850 €;Piso
5828;Diagonal Mar - La Mar Bella;3;2;128;3.800 €;Piso
5829;Esquerra Alta de l´Eixample;3;2;135;1.900 €;Piso
5830;Sant Gervasi - Bonanova;5;3;170;2.600 €;Piso
5831;Sant Gervasi - Galvany;4;2;180;3.400 €;Ático
5832;Dreta de l´Eixample;2;2;70;1.600 €;Apartamento
5833;Les Corts;3;2;115;1.500 €;Piso
5834;Gòtic;3;2;150;3.500 €;Piso
5835;Sant Andreu;;1;60;950 €;Piso
5836;Dreta de l´Eixample;4;2;93;1.200 €;Piso
5837;Barceloneta;2;3;88;800 €;Piso
5838;St. Pere - Sta. Caterina - El Born;2;;50;1.100 €;Piso
5839;Raval;3;3;102;1.500 €;Piso
5840;Sant Gervasi - Galvany;2;2;78;2.300 €;Piso
5841;Esquerra Alta de l´Eixample;2;2;78;1.400 €;Piso
5842;La Salut;2;1;100;1.575 €;Casa
5843;Vallvidrera - Tibidabo - Les Planes;5;5;599;4.000 €;Casa
5844;Camp de l´Arpa;;1;40;1.100 €;Estudio
5845;Vila de Gràcia;2;1;69;950 €;Piso
5846;Les Corts;2;1;50;1.200 €;Piso
5847;Badal;3;1;70;950 €;Piso
5848;Verdun;2;1;70;800 €;Piso
5849;Camp d´en Grassot - Gràcia N.;3;1;80;1.225 €;Piso
5850;La Sagrera;3;1;64;1.000 €;Piso
5851;Dreta de l´Eixample;3;2;128;1.600 €;Piso
5852;Dreta de l´Eixample;3;2;120;2.300 €;Piso
5853;Gòtic;;1;43;725 €;Piso
5854;Vila Olímpica;;1;60;1.450 €;Piso
5855;Vila de Gràcia;;2;27;975 €;Piso
5856;Raval;2;1;80;1.300 €;Piso
5857;Sant Gervasi - Galvany;3;2;100;1.500 €;Piso
5858;Esquerra Baixa de l´Eixample;4;1;105;1.760 €;Piso
5859;Gòtic;2;2;85;1.350 €;Piso
5860;Sants;3;1;70;1.400 €;Piso
5861;Dreta de l´Eixample;;1;40;1.000 €;Piso
5862;Sant Antoni;3;1;90;1.350 €;Piso
5863;Dreta de l´Eixample;3;1;116;2.200 €;Piso
5864;Sant Antoni;2;2;99;1.750 €;Piso
5865;Guinardó;;1;78;1.000 €;Piso
5866;Barceloneta;;1;37;850 €;Piso
5867;Vilapicina - Torre Llobeta;;1;30;625 €;Piso
5868;Raval;;;30;790 €;Loft
5869;Dreta de l´Eixample;4;2;162;2.500 €;Piso
5870;Sarrià;3;2;120;2.700 €;Ático
5871;Esquerra Alta de l´Eixample;3;1;91;1.390 €;Piso
5872;Diagonal Mar - La Mar Bella;;1;43;1.400 €;Ático
5873;Sant Gervasi - Galvany;3;1;65;1.000 €;Ático
5874;Poblenou;;1;45;800 €;Apartamento
5875;Dreta de l´Eixample;3;2;122;1.600 €;Piso
5876;Vila de Gràcia;2;3;145;1.700 €;Piso
5877;Poble Sec;3;2;70;900 €;Piso
5878;Hostafrancs;2;1;64;820 €;Piso
5879;Sant Martí;2;1;66;1.290 €;Piso
5880;Dreta de l´Eixample;2;;60;1.050 €;Piso
5881;Hostafrancs;2;1;64;820 €;Piso
5882;Sant Martí;2;1;66;1.290 €;Piso
5883;Sant Andreu;3;1;121;1.050 €;Ático
5884;Putget - Farró;2;1;75;1.000 €;Piso
5885;Carmel;3;2;119;1.400 €;Piso
5886;Esquerra Alta de l´Eixample;3;2;80;1.100 €;Piso
5887;Sant Gervasi - Galvany;3;1;55;810 €;Piso
5888;St. Pere - Sta. Caterina - El Born;;2;130;2.500 €;Piso
5889;Sant Gervasi - Galvany;5;4;200;3.300 €;Piso
5890;Raval;4;1;90;1.000 €;Piso
5891;Esquerra Baixa de l´Eixample;2;2;138;2.700 €;Piso
5892;Bon Pastor;3;2;90;1.290 €;Piso
5893;Sant Gervasi - Galvany;5;5;439;6.800 €;Piso
5894;Poble Sec;3;2;160;3.000 €;Piso
5895;Sant Gervasi - Galvany;5;5;439;6.800 €;Piso
5896;Sants;;1;200;1.300 €;Loft
5897;Dreta de l´Eixample;;;;1.700 €;Apartamento
5898;Vila de Gràcia;3;1;65;950 €;Piso
5899;Barceloneta;;1;34;1.100 €;Piso
5900;Sant Antoni;3;1;115;1.300 €;Piso
5901;Dreta de l´Eixample;2;1;60;1.700 €;Piso
5902;Dreta de l´Eixample;3;2;90;2.600 €;Apartamento
5903;La Bordeta;;1;50;1.300 €;Apartamento
5904;Sant Gervasi - Galvany;2;2;89;1.650 €;Piso
5905;Diagonal Mar - La Mar Bella;3;1;75;1.500 €;Dúplex
5906;Sant Gervasi - Galvany;4;5;250;4.000 €;Piso
5907;Sant Gervasi - Galvany;;1;50;1.100 €;Apartamento
5908;Dreta de l´Eixample;8;4;330;5.000 €;Piso
5909;Putget - Farró;2;1;74;1.150 €;Planta
5910;Diagonal Mar - La Mar Bella;4;3;187;8.000 €;Piso
5911;Sant Gervasi - Galvany;4;3;205;4.000 €;Piso
5912;Fort Pienc;3;1;70;1.200 €;Piso
5913;Raval;;1;59;900 €;Loft
5914;Barceloneta;;1;40;1.300 €;Piso
5915;Sant Gervasi - Galvany;3;2;88;1.300 €;Piso
5916;Vallcarca - Penitents;4;2;80;1.400 €;Piso
5917;La Bordeta;4;2;109;1.500 €;Piso
5918;Dreta de l´Eixample;3;2;115;3.500 €;Piso
5919;Esquerra Alta de l´Eixample;3;1;100;1.100 €;Piso
5920;Esquerra Alta de l´Eixample;2;2;60;1.500 €;Piso
5921;Sant Gervasi - Galvany;3;2;90;1.700 €;Apartamento
5922;Gòtic;5;5;175;3.300 €;Piso
5923;St. Pere - Sta. Caterina - El Born;2;2;56;1.400 €;Apartamento
5924;Sant Antoni;4;3;170;2.300 €;Piso
5925;Porta;;1;40;675 €;Loft
5926;Dreta de l´Eixample;2;2;85;3.100 €;Piso
5927;Sagrada Família;3;2;80;1.200 €;Piso
5928;Barceloneta;;1;40;850 €;Piso
5929;Dreta de l´Eixample;3;2;107;1.750 €;Piso
5930;Camp d´en Grassot - Gràcia N.;3;2;125;1.650 €;Piso
5931;Sant Gervasi - Bonanova;;2;102;1.628 €;Piso
5932;Dreta de l´Eixample;2;1;63;1.200 €;Piso
5933;Dreta de l´Eixample;;;60;1.853 €;Piso
5934;Sarrià;2;1;60;1.150 €;Piso
5935;Sant Gervasi - Bonanova;3;2;114;3.865 €;Piso
5936;Provençals del Poblenou;4;;100;2.750 €;Piso
5937;Dreta de l´Eixample;;;47;1.250 €;Piso
5938;Raval;3;;100;1.050 €;Piso
5939;Fort Pienc;;1;40;600 €;Estudio
5940;Dreta de l´Eixample;;;47;1.250 €;Piso
5941;Raval;3;;100;1.050 €;Piso
5942;Sagrada Família;2;1;49;1.500 €;Piso
5943;Gòtic;2;2;140;1.600 €;Apartamento
5944;Putget - Farró;;1;95;1.090 €;Piso
5945;Can Baró;3;1;67;825 €;Piso
5946;St. Pere - Sta. Caterina - El Born;2;;100;1.700 €;Piso
5947;Vila de Gràcia;3;;82;2.800 €;Piso
5948;Gòtic;3;2;160;3.500 €;Piso
5949;Les Corts;3;1;80;1.500 €;Piso
5950;Les Corts;;1;45;1.100 €;Piso
5951;Esquerra Alta de l´Eixample;4;2;100;1.100 €;Piso
5952;Gòtic;2;2;110;1.950 €;Piso
5953;Sagrada Família;2;2;95;1.300 €;Piso
5954;Sant Gervasi - Bonanova;3;2;93;1.400 €;Piso
5955;Vila de Gràcia;2;1;60;950 €;Piso
5956;Sants;;1;40;775 €;Loft
5957;Camp d´en Grassot - Gràcia N.;3;2;80;975 €;Apartamento
5958;Besòs - Maresme;3;1;71;1.350 €;Piso
5959;Vila de Gràcia;3;1;68;950 €;Piso
5960;El Coll;;1;45;670 €;Apartamento
5961;Dreta de l´Eixample;3;2;104;2.200 €;Apartamento
5962;Dreta de l´Eixample;;;10;1.150 €;Piso
5963;Pedralbes;5;6;250;6.500 €;Ático
5964;Les Corts;2;2;75;1.600 €;Dúplex
5965;Sants;2;1;80;1.300 €;Piso
5966;Guinardó;3;;67;825 €;Piso
5967;Gòtic;2;1;76;1.100 €;Piso
5968;Sant Antoni;2;1;60;780 €;Piso
5969;Sant Gervasi - Bonanova;4;2;110;1.350 €;Piso
5970;Sant Gervasi - Bonanova;4;2;110;1.350 €;Piso
5971;Fort Pienc;3;1;84;1.050 €;Piso
5972;Vila de Gràcia;;1;60;900 €;Piso
5973;Poble Sec;;1;58;1.100 €;Piso
5974;Vila de Gràcia;4;2;99;1.300 €;Piso
5975;Sarrià;2;2;172;4.500 €;Piso
5976;Vila de Gràcia;;1;45;1.300 €;Piso
5977;St. Pere - Sta. Caterina - El Born;;2;120;1.500 €;Loft
5978;Raval;2;;55;1.050 €;Piso
5979;Sant Antoni;3;1;79;1.100 €;Piso
5980;Pedralbes;4;2;170;2.900 €;Piso
5981;Diagonal Mar - La Mar Bella;3;2;100;2.600 €;Piso
5982;Esquerra Alta de l´Eixample;2;1;68;1.600 €;Piso
5983;Dreta de l´Eixample;2;1;52;1.050 €;Piso
5984;Font d´en Fargas;3;1;67;825 €;Piso
5985;Vila de Gràcia;2;1;90;1.250 €;Piso
5986;St. Pere - Sta. Caterina - El Born;2;1;60;1.375 €;Piso
5987;St. Pere - Sta. Caterina - El Born;2;1;78;1.380 €;Piso
5988;St. Pere - Sta. Caterina - El Born;2;;100;1.600 €;Piso
5989;Vallcarca - Penitents;;1;49;1.100 €;Loft
5990;Sant Gervasi - Galvany;3;2;123;3.080 €;Piso
5991;Sant Gervasi - Galvany;4;2;114;3.620 €;Piso
5992;Sant Gervasi - Galvany;3;2;106;3.190 €;Piso
5993;Sant Gervasi - Galvany;4;2;114;3.380 €;Piso
5994;Besòs - Maresme;3;1;60;850 €;Piso
5995;Raval;2;1;70;1.200 €;Piso
5996;La Sagrera;3;1;73;1.175 €;Piso
5997;Raval;2;1;80;1.450 €;Piso
5998;Sant Gervasi - Galvany;2;1;65;1.500 €;Piso
5999;Vila de Gràcia;3;;65;1.250 €;Piso
6000;Sant Gervasi - Bonanova;6;5;289;8.258 €;Piso
6001;St. Pere - Sta. Caterina - El Born;;2;50;1.650 €;Apartamento
6002;Sarrià;5;5;265;4.500 €;Casa
6003;Navas;;;;975 €;Piso
6004;Vila de Gràcia;3;;65;1.250 €;Piso
6005;Vila de Gràcia;2;;100;1.250 €;Piso
6006;Poble Sec;2;1;60;2.000 €;Piso
6007;Provençals del Poblenou;3;2;90;1.765 €;Piso
6008;Sant Gervasi - Galvany;2;2;90;1.500 €;Piso
6009;Poblenou;2;1;180;2.200 €;Piso
6010;Sants;2;2;90;1.300 €;Piso
6011;Raval;;1;25;650 €;Estudio
6012;Sarrià;;1;55;800 €;Planta
6013;Badal;3;2;107;1.600 €;Casa
6014;Carmel;3;2;100;1.470 €;Piso
6015;St. Pere - Sta. Caterina - El Born;2;1;80;2.200 €;Apartamento
6016;Dreta de l´Eixample;;1;68;1.600 €;Ático
6017;La Marina-Montjuïc;3;1;85;930 €;Piso
6018;Esquerra Alta de l´Eixample;;;84;1.712 €;Piso
6019;Sant Ramon - Maternitat;4;3;84;1.250 €;Piso
6020;Baix Guinardó;2;1;70;1.300 €;Piso
6021;Sants;;1;60;1.200 €;Piso
6022;Dreta de l´Eixample;3;2;120;1.600 €;Piso
6023;Dreta de l´Eixample;4;2;120;2.800 €;Piso
6024;Sagrada Família;5;2;182;1.950 €;Piso
6025;Sant Gervasi - Galvany;2;2;84;2.450 €;Piso
6026;Sant Gervasi - Galvany;4;2;180;3.100 €;Piso
6027;Dreta de l´Eixample;3;2;100;1.500 €;Piso
6028;Les Corts;5;3;220;2.450 €;Piso
6029;Vila de Gràcia;4;3;160;2.200 €;Piso
6030;Sant Gervasi - Bonanova;4;2;174;4.900 €;Piso
6031;Esquerra Baixa de l´Eixample;3;2;142;4.000 €;Piso
6032;Dreta de l´Eixample;2;2;115;2.000 €;Piso
6033;Sant Gervasi - Galvany;;1;69;1.100 €;Estudio
6034;Les Corts;;1;80;1.100 €;Piso
6035;Esquerra Baixa de l´Eixample;3;2;117;1.950 €;Piso
6036;St. Pere - Sta. Caterina - El Born;2;2;80;1.500 €;Piso
6037;Putget - Farró;2;1;65;1.300 €;Apartamento
6038;Dreta de l´Eixample;;2;62;1.550 €;Ático
6039;Vila de Gràcia;2;;90;840 €;Estudio
6040;Dreta de l´Eixample;;;70;1.100 €;Piso
6041;Sant Gervasi - Galvany;3;2;90;1.400 €;Apartamento
6042;Turó de la Peira - Can Peguera;2;1;62;1.010 €;Piso
6043;Raval;;1;40;750 €;Piso
6044;Gòtic;2;1;70;1.250 €;Piso
6045;Raval;;1;40;750 €;Piso
6046;Gòtic;2;1;70;1.250 €;Piso
6047;Esquerra Alta de l´Eixample;4;1;85;1.500 €;Piso
6048;Esquerra Baixa de l´Eixample;3;2;150;2.100 €;Piso
6049;Raval;;1;55;1.200 €;Piso
6050;Dreta de l´Eixample;2;2;163;2.100 €;Piso
6051;St. Pere - Sta. Caterina - El Born;;1;40;750 €;Piso
6052;Fort Pienc;;1;50;800 €;Apartamento
6053;Diagonal Mar - La Mar Bella;3;3;125;2.200 €;Dúplex
6054;Vila de Gràcia;;;100;1.200 €;Piso
6055;Vila de Gràcia;2;;55;1.550 €;Piso
6056;Sant Gervasi - Galvany;4;2;120;1.800 €;Piso
6057;La Marina-Montjuïc;2;1;72;800 €;Piso
6058;Dreta de l´Eixample;2;2;132;2.000 €;Piso
6059;Putget - Farró;2;1;102;1.550 €;Piso
6060;Sant Antoni;3;1;80;1.280 €;Piso
6061;Esquerra Baixa de l´Eixample;2;2;65;1.450 €;Piso
6062;Sagrada Família;4;4;100;1.950 €;Piso
6063;Dreta de l´Eixample;4;4;169;2.800 €;Ático
6064;Camp d´en Grassot - Gràcia N.;2;2;140;2.250 €;Ático
6065;Dreta de l´Eixample;2;2;135;2.000 €;Piso
6066;Pedralbes;4;2;120;2.500 €;Piso
6067;Sarrià;2;2;72;1.400 €;Ático
6068;Sant Gervasi - Galvany;3;2;135;2.700 €;Piso
6069;Sant Gervasi - Galvany;;1;40;1.200 €;Ático
6070;Esquerra Alta de l´Eixample;3;6;133;2.300 €;Piso
6071;Poble Sec;;2;67;1.100 €;Ático
6072;Gòtic;2;1;78;1.060 €;Loft
6073;Diagonal Mar - La Mar Bella;3;2;100;2.900 €;Piso
6074;Diagonal Mar - La Mar Bella;2;1;80;1.700 €;Piso
6075;Dreta de l´Eixample;2;2;105;1.750 €;Piso
6076;St. Pere - Sta. Caterina - El Born;2;1;75;1.350 €;Apartamento
6077;Vallcarca - Penitents;2;1;70;1.400 €;Piso
6078;Provençals del Poblenou;3;2;92;1.695 €;Piso
6079;Poble Sec;2;1;80;2.200 €;Casa
6080;La Bordeta;2;1;48;1.070 €;Piso
6081;Gòtic;3;2;160;2.720 €;Piso
6082;Sant Gervasi - Galvany;4;3;171;1.800 €;Piso
6083;Sant Antoni;2;1;68;1.200 €;Piso
6084;Barceloneta;2;1;50;1.200 €;Piso
6085;Sants;4;2;88;1.050 €;Piso
6086;Camp d´en Grassot - Gràcia N.;2;1;61;1.600 €;Piso
6087;Camp d´en Grassot - Gràcia N.;2;1;61;1.700 €;Piso
6088;Sant Gervasi - Galvany;3;3;165;2.000 €;Dúplex
6089;Dreta de l´Eixample;4;4;377;8.500 €;Ático
6090;Esquerra Alta de l´Eixample;4;2;90;1.200 €;Piso
6091;Gòtic;;1;74;1.386 €;Piso
6092;La Guineueta;4;2;106;970 €;Piso
6093;Pedralbes;4;4;265;4.700 €;Piso
6094;Dreta de l´Eixample;;1;45;1.300 €;Ático
6095;Gòtic;2;2;115;3.200 €;Apartamento
6096;Dreta de l´Eixample;;1;62;2.100 €;Piso
6097;Camp d´en Grassot - Gràcia N.;3;1;69;1.700 €;Piso
6098;Sant Gervasi - Bonanova;3;4;188;3.500 €;Piso
6099;Pedralbes;4;5;201;5.500 €;Piso
6100;Dreta de l´Eixample;2;2;103;1.500 €;Piso
6101;Vila de Gràcia;3;2;110;2.300 €;Piso
6102;La Bordeta;4;2;92;1.100 €;Piso
6103;Sagrada Família;2;2;100;1.700 €;Piso
6104;Sagrada Família;3;2;120;1.400 €;Piso
6105;Raval;;;47;1.180 €;Piso
6106;Raval;;;45;1.100 €;Piso
6107;St. Pere - Sta. Caterina - El Born;2;2;80;1.700 €;Piso
6108;Gòtic;2;2;133;1.400 €;Piso
6109;Fort Pienc;3;1;89;1.650 €;Piso
6110;Esquerra Baixa de l´Eixample;3;2;142;4.000 €;Piso
6111;Vallcarca - Penitents;3;2;101;2.400 €;Casa
6112;Sant Andreu;2;;60;1.150 €;Piso
6113;Esquerra Alta de l´Eixample;2;1;70;1.600 €;Piso
6114;Dreta de l´Eixample;2;2;107;1.850 €;Piso
6115;Esquerra Alta de l´Eixample;2;1;100;1.350 €;Piso
6116;Esquerra Alta de l´Eixample;3;2;113;1.650 €;Piso
6117;Poblenou;3;1;79;2.000 €;Piso
6118;Dreta de l´Eixample;3;2;122;1.850 €;Piso
6119;Sant Antoni;3;1;89;1.350 €;Piso
6120;Putget - Farró;;2;50;900 €;Piso
6121;St. Pere - Sta. Caterina - El Born;;;35;670 €;Estudio
6122;Raval;2;1;76;1.100 €;Apartamento
6123;Sarrià;2;1;84;1.675 €;Ático
